assembly,ID,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0987.cds.fa.fixed.fa,MMETSP0987,36970,150,18363,34783269,925.25177,3307,12291,37,24340,99.88365,501,951,1392,2091,4182,0.64214,0.02786,0.07473,2.0869,98907,0.00284,0.15888,28989585,22193704,0.76558,17273903,0.59587,4919801,14954,4090558,0.1176,25709,0.6954,3472,0.09391,17175,0.46457,1741,0.04709,0.22533,0.3714,0.45408
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1440.cds.fa.fixed.fa,MMETSP1440,32168,150,15276,21754983,640.38473,6668,6932,9,14184,99.84554,336,816,1296,1944,4089,0.57425,0.0509,0.05451,1.9256,125187,0.00575,0.12496,22685747,15856526,0.69896,9454730,0.41677,6401796,20301,182402,0.00838,21689,0.67424,134,0.00417,13083,0.40671,1823,0.05667,0.13009,0.20346,0.37837
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0689.cds.fa.fixed.fa,MMETSP0689,49069,150,10971,68140776,1380.7281,2244,27633,8,40609,99.9165,786,1356,1914,2676,4335,0.55997,0.06451,0.03661,1.89733,126880,0.00186,0.23416,32365314,27619385,0.85336,22187526,0.68553,5431859,14569,10826077,0.15888,34428,0.70162,7296,0.14869,19744,0.40237,830,0.01691,0.25486,0.48445,0.49051
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0906.cds.fa.fixed.fa,MMETSP0906,20849,150,6603,17996250,838.4677,2972,6894,0,11916,99.79291,459,1017,1485,2097,3165,0.4279,0.06365,0.10085,1.86683,47365,0.00263,0.15622,27897710,17709289,0.63479,13254136,0.4751,4455153,10575,106172,0.0059,12962,0.62171,131,0.00628,3790,0.18178,3523,0.16898,0.14468,0.16322,0.30098
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0059.cds.fa.fixed.fa,MMETSP0059,25622,150,12414,30823812,1195.88006,1047,12500,2,20982,99.81204,672,1131,1593,2271,3699,0.57384,0.04491,0.07139,2.01061,95295,0.00309,0.21251,31783913,23507951,0.73962,18644403,0.5866,4863548,4760,3857270,0.12514,18914,0.73819,3551,0.13859,11528,0.44993,2102,0.08204,0.2142,0.3298,0.37856
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1349.cds.fa.fixed.fa,MMETSP1349,8631,150,4944,6591003,756.70073,339,2198,0,6578,99.67451,477,732,939,1161,1554,0.42194,0.11572,0.0982,1.93747,12334,0.00187,0.15533,21453339,11857551,0.55271,8379116,0.39057,3478435,673,21692,0.00329,5359,0.6209,8,0.00093,1028,0.11911,5333,0.61789,0.0538,0.05446,0.01965
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0727.cds.fa.fixed.fa,MMETSP0727,18057,150,19554,25897140,1427.69048,672,10274,16,15338,99.88958,786,1374,1929,2775,4470,0.5083,0.01148,0.09516,1.96134,50451,0.00195,0.24251,24652723,20365413,0.82609,17807772,0.72235,2557641,5486,4057372,0.15667,13127,0.72698,2929,0.16221,9393,0.52019,383,0.02121,0.29891,0.52764,0.53418
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1348.cds.fa.fixed.fa,MMETSP1348,9157,150,5343,9290451,1008.11303,336,3959,0,7395,99.76358,606,972,1287,1692,2547,0.42371,0.11464,0.09356,1.94075,20627,0.00222,0.1943,28152396,15941804,0.56627,11749684,0.41736,4192120,1082,38089,0.0041,5814,0.63492,13,0.00142,1687,0.18423,3921,0.4282,0.10826,0.10923,0.02263
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0168.cds.fa.fixed.fa,MMETSP0168,16840,150,59655,33538826,1986.64252,479,10239,336,14487,99.96669,960,1785,2895,5577,21330,0.6454,0.00058,0.05834,2.16393,57680,0.00172,0.24147,32003079,29893069,0.93407,25715755,0.80354,4177314,5051,5793499,0.17274,11716,0.69572,2559,0.15196,5972,0.35463,2071,0.12298,0.29338,0.43074,0.32409
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1395.cds.fa.fixed.fa,MMETSP1395,7492,150,12126,6039156,796.50681,409,1971,2,4962,99.85049,429,738,1086,1518,2769,0.38834,0.07486,0.16061,1.76295,19721,0.00327,0.14661,24120405,11923750,0.49434,9990920,0.41421,1932830,1829,23401,0.00387,4902,0.6543,5,0.00067,1763,0.23532,191,0.02549,0.21614,0.274,0.57863
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0699.cds.fa.fixed.fa,MMETSP0699,26084,150,13605,36514602,1390.69966,1376,14520,10,21312,99.8326,789,1383,1962,2754,4464,0.52858,0.05204,0.05595,2.02702,106397,0.00291,0.24245,29763917,18488902,0.62119,15550499,0.52246,2938403,6393,5914745,0.16198,21013,0.80559,4420,0.16945,12560,0.48152,5004,0.19184,0.14913,0.21709,0.06185
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0046.cds.fa.fixed.fa,MMETSP0046,21557,51,12624,25884591,1187.12395,1863,10718,7,16809,99.89086,717,1215,1692,2328,3723,0.54488,0.06306,0.08701,1.79292,46227,0.00179,0.20747,20775376,16060433,0.77305,13054950,0.62839,3005483,6335,2458639,0.09498,14903,0.69133,2278,0.10567,7145,0.33145,1182,0.05483,0.21089,0.38303,0.36655
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1110.cds.fa.fixed.fa,MMETSP1110,71624,150,27939,86611838,1198.01072,4629,33325,141,54384,99.91196,660,1209,1725,2511,4812,0.58952,0.05329,0.04695,1.94502,225642,0.00261,0.20284,28001076,21899738,0.7821,17727491,0.6331,4172247,17090,12139958,0.14017,52540,0.73355,8635,0.12056,40080,0.55959,1342,0.01874,0.24778,0.44257,0.53475
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0936.cds.fa.fixed.fa,MMETSP0936,7298,150,17307,12130515,1657.76473,184,4667,24,6522,99.88338,903,1521,2217,3144,5496,0.56425,0.09676,0.04068,2.77135,25473,0.0021,0.25667,28939567,22630552,0.78199,19328313,0.66789,3302239,3327,1701467,0.14026,4587,0.62853,1034,0.14168,2103,0.28816,416,0.057,0.27411,0.43471,0.45754
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0120.cds.fa.fixed.fa,MMETSP0120,89616,150,13899,99279198,1093.73219,7255,39759,34,65658,99.9371,633,1152,1620,2253,3720,0.61906,0.05481,0.02072,2.23759,313035,0.00315,0.18583,31810397,26618877,0.8368,22414713,0.70463,4204164,29911,16293448,0.16412,69492,0.77544,13275,0.14813,47941,0.53496,2305,0.02572,0.27041,0.49287,0.53415
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0152.cds.fa.fixed.fa,MMETSP0152,17301,150,15495,17432256,991.85486,1564,6617,1,11595,99.83909,555,1056,1542,2226,3783,0.41689,0.07785,0.09515,1.89665,55163,0.00316,0.17838,22836808,18621887,0.81543,14461009,0.63323,4160878,6674,94443,0.00542,11170,0.64563,49,0.00283,4945,0.28582,598,0.03456,0.3066,0.39174,0.42165
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1399.cds.fa.fixed.fa,MMETSP1399,5638,150,36195,9575142,1695.11121,102,3836,19,5092,99.88677,954,1548,2181,3084,5271,0.49868,0.13759,0.15869,2.60461,10396,0.00109,0.26039,21528110,14985806,0.6961,12243868,0.56874,2741938,3851,14798,0.00155,2829,0.50177,2,0.00035,349,0.0619,130,0.02306,0.38224,0.39802,0.39674
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0977.cds.fa.fixed.fa,MMETSP0977,21929,150,13662,21207225,947.65977,2457,7997,5,14217,99.94126,543,1038,1503,2175,3933,0.67346,-0.00545,0.02675,2.57693,98264,0.00463,0.1505,20984938,18962917,0.90364,13388881,0.63802,5574036,9250,108156,0.0051,14383,0.65589,55,0.00251,5812,0.26504,908,0.04141,0.2406,0.3284,0.43575
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0747.cds.fa.fixed.fa,MMETSP0747,18458,150,8535,19653660,1059.13068,597,7792,0,14897,99.80183,582,993,1401,1926,3123,0.48079,0.04629,0.07592,1.82666,54422,0.00277,0.1975,28843363,22272628,0.77219,18104379,0.62768,4168249,2535,1832831,0.09326,13146,0.71221,1892,0.1025,6000,0.32506,7586,0.41099,0.14354,0.17338,0.0335
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0327.cds.fa.fixed.fa,MMETSP0327,18493,150,13956,29095803,1569.76553,379,12028,11,16670,99.86864,888,1443,1983,2844,4635,0.49009,0.0222,0.11178,1.98436,42149,0.00145,0.26641,38226388,30151281,0.78876,26149506,0.68407,4001775,3199,4006992,0.13772,12982,0.702,2950,0.15952,6267,0.33888,2722,0.14719,0.24857,0.34482,0.07142
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1086.cds.fa.fixed.fa,MMETSP1086,8334,150,5472,6322641,740.93413,849,2229,0,5140,99.76354,420,771,1113,1542,2328,0.56473,-0.02112,0.04062,2.03063,32153,0.00509,0.14651,19610095,13559545,0.69146,9810569,0.50028,3748976,2106,75238,0.0119,5741,0.68886,92,0.01104,3543,0.42513,410,0.0492,0.21581,0.27692,0.35238
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0227.cds.fa.fixed.fa,MMETSP0227,57865,150,15111,57732567,975.76284,7321,21201,38,36596,99.88143,552,1110,1644,2418,4317,0.58232,0.04948,0.05269,1.93965,257880,0.00447,0.17087,29710303,20604130,0.6935,14223719,0.47875,6380411,31517,7059092,0.12227,43154,0.74577,6567,0.11349,29681,0.51294,3139,0.05425,0.16203,0.29254,0.45622
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0127.cds.fa.fixed.fa,MMETSP0127,35250,150,19416,32161713,896.41506,3245,11656,29,23553,99.83598,507,924,1341,1929,3531,0.47,0.02051,0.0854,1.93062,150865,0.00469,0.16479,21652335,15094425,0.69713,11580638,0.53484,3513787,9077,2917022,0.0907,27856,0.79024,3473,0.09852,19277,0.54687,940,0.02667,0.22116,0.33477,0.40827
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0057.cds.fa.fixed.fa,MMETSP0057,80034,150,7458,66309506,809.88993,8560,25118,0,49916,99.91674,456,885,1275,1743,2661,0.6634,0.03268,0.05105,2.1099,269545,0.00406,0.14382,23358333,17291326,0.74026,13500515,0.57797,3790811,24695,6920393,0.10437,58781,0.73445,7690,0.09608,39679,0.49578,4683,0.05851,0.22666,0.33522,0.41809
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0092.cds.fa.fixed.fa,MMETSP0092,13983,150,3867,8529843,589.90732,1612,2364,0,7595,99.75854,342,621,873,1161,1704,0.44076,0.09116,0.09152,1.72699,24132,0.00283,0.12406,2784143,2037632,0.73187,1331915,0.47839,705717,746,864651,0.10137,13537,0.9681,1116,0.07981,12136,0.86791,1718,0.12286,0.13075,0.18075,0.03488
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1394.cds.fa.fixed.fa,MMETSP1394,13083,150,13305,14583591,1104.73057,747,5791,1,9724,99.82801,618,1113,1578,2238,3705,0.43321,0.05804,0.07688,1.72992,46683,0.0032,0.19882,13213324,10688119,0.80889,8236230,0.62333,2451889,3230,68413,0.00469,8733,0.66751,12,0.00092,4648,0.35527,1533,0.11717,0.28353,0.29045,0.06982
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1420.cds.fa.fixed.fa,MMETSP1420,14988,150,15507,19852731,1313.40793,958,7638,7,11294,99.87761,744,1362,1995,2883,4554,0.48442,0.02951,0.08895,1.93128,59770,0.00301,0.22691,24764398,4625705,0.18679,3385321,0.1367,1240384,2761,483912,0.02438,13541,0.90346,402,0.02682,11847,0.79043,179,0.01194,0.06646,0.08682,0.39227
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1152.cds.fa.fixed.fa,MMETSP1152,40851,150,15417,41297703,998.92869,2833,15765,12,30254,99.91868,576,984,1401,2001,3432,0.7011,-0.0028,-0.00608,2.38397,154854,0.00375,0.15427,28385657,25086175,0.88376,21036150,0.74108,4050025,16571,4686565,0.11348,30526,0.74725,4858,0.11892,17797,0.43566,1872,0.04583,0.29648,0.45175,0.4883
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0449.cds.fa.fixed.fa,MMETSP0449,10562,150,6603,9364533,877.71757,541,3395,0,7248,99.81755,462,843,1251,1767,2835,0.56909,-0.01367,0.09744,1.71564,27349,0.00292,0.15616,24755566,20031160,0.80916,15782359,0.63753,4248801,3324,558898,0.05968,6634,0.6281,564,0.0534,2990,0.28309,636,0.06022,0.26419,0.38949,0.47065
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0008.cds.fa.fixed.fa,MMETSP0008,34304,51,20388,41492070,1190.04405,4196,14124,108,24096,99.86703,657,1245,1950,3192,7002,0.60507,0.00583,0.02615,2.26274,132825,0.0032,0.19074,21753675,17286279,0.79464,13500096,0.62059,3786183,9245,5727884,0.13805,26558,0.7742,5946,0.17333,14229,0.41479,1839,0.05361,0.14456,0.36696,0.41307
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0017.cds.fa.fixed.fa,MMETSP0017,30350,51,18798,40228515,1312.27591,2470,15652,43,23826,99.86487,756,1332,1899,2802,4836,0.47595,0.04151,0.08519,1.76928,118835,0.00295,0.22161,16818502,14245556,0.84702,12224375,0.72684,2021181,3885,5003340,0.12437,23808,0.78445,5124,0.16883,13324,0.43901,1849,0.06092,0.23782,0.43004,0.42653
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0913.cds.fa.fixed.fa,MMETSP0913,14141,150,4314,8416611,575.27572,1625,2073,0,7645,99.68831,345,594,825,1122,1743,0.51081,0.09037,0.08395,1.96205,48412,0.00575,0.12127,18652143,13190300,0.70717,9018822,0.48353,4171478,2895,65736,0.00781,9259,0.65476,18,0.00127,2901,0.20515,5606,0.39644,0.10059,0.10394,0.02532
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1417.cds.fa.fixed.fa,MMETSP1417,15131,150,15507,20220972,1324.96643,988,7755,11,11412,99.86284,753,1377,2013,2886,4674,0.4841,0.0291,0.08811,1.93021,57784,0.00286,0.22809,19747156,16378270,0.8294,12151250,0.61534,4227020,8068,83294,0.00412,9847,0.65078,32,0.00211,4021,0.26575,317,0.02095,0.31657,0.38726,0.41538
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0706.cds.fa.fixed.fa,MMETSP0706,17069,150,11265,12128208,702.29861,804,2874,3,11538,99.69538,411,639,846,1164,2289,0.45955,0.05796,0.05552,1.88407,32545,0.00268,0.13951,30328576,10429497,0.34388,7113730,0.23456,3315767,1195,852370,0.07028,11903,0.69735,1159,0.0679,5542,0.32468,7340,0.43002,0.0485,0.0556,0.02543
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0093.cds.fa.fixed.fa,MMETSP0093,72416,150,8190,64602138,875.85579,6773,26391,0,50035,99.92609,531,939,1281,1695,2538,0.65993,0.03067,0.03428,2.02888,262406,0.00406,0.1565,24188855,19509145,0.80653,15368873,0.63537,4140272,20588,5605372,0.08677,52529,0.72538,5723,0.07903,34848,0.48122,3032,0.04187,0.26987,0.3977,0.43886
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1144.cds.fa.fixed.fa,MMETSP1144,25434,150,20178,24958485,967.47617,2017,8662,38,16955,99.88107,501,975,1467,2268,4503,0.60918,0.02613,0.07903,1.86543,65592,0.00263,0.16494,24638477,18746960,0.76088,14642496,0.59429,4104464,11008,3449319,0.1382,16827,0.66159,3051,0.11996,7584,0.29818,1404,0.0552,0.20513,0.35836,0.47236
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1346.cds.fa.fixed.fa,MMETSP1346,11044,150,6024,9630300,860.8142,708,3823,0,7763,99.77226,489,879,1200,1566,2364,0.42459,0.11454,0.09463,1.93594,12330,0.00128,0.16984,10246396,5837559,0.56972,4744534,0.46304,1093025,212,96618,0.01003,8853,0.80161,25,0.00226,4485,0.4061,2779,0.25163,0.16116,0.18129,0.0287
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0252.cds.fa.fixed.fa,MMETSP0252,423,150,876,101130,164.14184,183,0,0,15,99.70187,222,270,351,876,876,0.54981,0.06871,0.17151,1.97618,598,0.00591,0.0509,30071013,11060387,0.36781,487401,0.01621,10572986,345,638,0.00631,140,0.33097,2,0.00473,27,0.06383,194,0.45863,0.00046,0.00034,0.04622
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0933.cds.fa.fixed.fa,MMETSP0933,8070,150,23811,15253413,1887.77621,109,5783,52,7448,99.89492,1029,1695,2430,3465,6516,0.49665,0.13434,0.15541,2.60052,15173,0.00099,0.27834,27286712,18723162,0.68616,16555770,0.60673,2167392,3194,2351960,0.15419,4836,0.59926,1228,0.15217,2074,0.257,168,0.02082,0.26929,0.47449,0.53949
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1449.cds.fa.fixed.fa,MMETSP1449,13456,150,24564,15832089,1162.59074,1080,6181,17,9698,99.85502,672,1215,1722,2526,4638,0.47777,0.05423,0.06205,1.85215,37112,0.00234,0.20865,34437474,26435183,0.76763,19163968,0.55649,7271215,8620,59880,0.00378,7905,0.58747,35,0.0026,3336,0.24792,432,0.0321,0.26936,0.33437,0.43549
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1009.cds.fa.fixed.fa,MMETSP1009,12387,150,15765,9799800,763.97893,1951,3348,3,6588,99.89406,408,888,1350,2019,3933,0.68811,-0.0058,0.00911,2.3571,40566,0.00414,0.12659,12389700,10221973,0.82504,8347138,0.67372,1874835,6854,57529,0.00587,8042,0.64923,68,0.00549,5046,0.40736,522,0.04214,0.27369,0.39606,0.53758
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0929.cds.fa.fixed.fa,MMETSP0929,5630,150,22884,9295983,1645.66945,177,3641,17,4901,99.88719,939,1542,2187,3129,5430,0.56557,0.09343,0.04075,2.77718,10400,0.00112,0.2547,43600326,35211424,0.8076,31143602,0.7143,4067822,4034,12975,0.0014,2502,0.4444,3,0.00053,319,0.05666,462,0.08206,0.43936,0.45719,0.31611
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1042.cds.fa.fixed.fa,MMETSP1042,29550,150,29271,30063000,1003.57959,2337,10111,64,19789,99.92023,525,999,1536,2466,5304,0.60849,0.05567,0.06773,1.83874,186970,0.00622,0.17018,24684248,20117482,0.81499,16212700,0.6568,3904782,10248,3782623,0.12582,20080,0.67953,2766,0.0936,11764,0.3981,1206,0.04081,0.2581,0.42072,0.49642
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0726.cds.fa.fixed.fa,MMETSP0726,11914,150,17526,16545297,1382.05548,458,6548,11,9923,99.88882,753,1347,1899,2712,4419,0.50946,0.00732,0.09922,1.94689,32744,0.00198,0.23496,21647774,17834214,0.82384,15244136,0.70419,2590078,4587,1976891,0.11948,8141,0.68331,1404,0.11784,5639,0.47331,295,0.02476,0.32391,0.50855,0.50983
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1442.cds.fa.fixed.fa,MMETSP1442,13816,150,8952,9396981,660.81232,1533,2645,0,8262,99.77084,393,681,936,1302,2349,0.55819,-0.00469,0.10733,2.10276,36375,0.00387,0.13216,26727149,16593999,0.62087,10463387,0.39149,6130612,4246,61432,0.00654,8791,0.63629,32,0.00232,2840,0.20556,4920,0.35611,0.08121,0.09624,0.24159
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1333.cds.fa.fixed.fa,MMETSP1333,25818,150,14271,22197915,843.40495,2432,8064,2,16710,99.79466,471,882,1245,1761,3111,0.5612,0.02604,0.02427,2.21263,141135,0.00636,0.16194,20244656,13717804,0.6776,10064677,0.49715,3653127,7674,198469,0.00894,18470,0.71539,89,0.00345,12947,0.50147,585,0.02266,0.22618,0.29795,0.43808
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0328.cds.fa.fixed.fa,MMETSP0328,12266,150,2484,6445692,488.07892,2644,1671,0,5412,99.89798,297,612,870,1185,1824,0.63125,0.02543,0.03149,2.05879,39487,0.00613,0.10374,11302437,7542243,0.66731,3014356,0.2667,4527887,4078,401355,0.06227,8102,0.66053,700,0.05707,1187,0.09677,1366,0.11136,0.01514,0.09854,0.27603
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1425.cds.fa.fixed.fa,MMETSP1425,23003,150,11694,20967261,894.47211,2252,8087,3,14408,99.88729,480,993,1443,1992,3123,0.59526,0.08525,0.01872,1.96122,93579,0.00446,0.16609,19963228,16801533,0.84162,13038173,0.65311,3763360,9085,106229,0.00507,15122,0.65739,42,0.00183,9791,0.42564,662,0.02878,0.3159,0.39087,0.44045
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0819.cds.fa.fixed.fa,MMETSP0819,20846,150,13584,19481088,911.02586,2827,7678,2,12636,99.8427,531,1077,1524,2133,3588,0.65551,0.02628,0.05866,2.163,79158,0.00406,0.15541,20286334,15695964,0.77372,11540838,0.5689,4155126,9493,110195,0.00566,14024,0.67274,75,0.0036,5844,0.28034,2321,0.11134,0.21229,0.22582,0.29504
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1137.cds.fa.fixed.fa,MMETSP1137,16808,150,11277,15710520,924.01321,1031,6001,2,12166,99.79739,519,906,1275,1770,2934,0.61265,-0.00378,0.03568,2.39059,53427,0.0034,0.16639,26578123,14049598,0.52862,10927403,0.41114,3122195,2748,2343623,0.14918,12282,0.73072,2735,0.16272,8557,0.5091,573,0.03409,0.1445,0.25972,0.43032
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0004.cds.fa.fixed.fa,MMETSP0004,20820,150,14358,28104984,1341.49164,1007,10899,15,16987,99.85543,738,1308,1902,2751,4518,0.50488,0.06121,0.07452,2.02123,65170,0.00232,0.23368,24700588,17487146,0.70796,13985284,0.56619,3501862,6276,4041871,0.14381,15539,0.74635,3125,0.1501,10905,0.52378,636,0.03055,0.22872,0.38544,0.45133
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1106.cds.fa.fixed.fa,MMETSP1106,23757,150,22269,30127119,1257.14825,1501,10948,70,18068,99.88595,672,1242,1875,2832,5511,0.63962,0.0511,0.07264,2.18378,65858,0.00219,0.20043,24275079,18357864,0.75624,14137930,0.58241,4219934,9366,4940947,0.164,17513,0.73717,3477,0.14636,11414,0.48045,891,0.0375,0.19787,0.36594,0.38864
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1361.cds.fa.fixed.fa,MMETSP1361,15650,150,14892,17447661,1102.03706,1152,6942,7,11386,99.83148,630,1134,1602,2322,3885,0.47456,0.04884,0.05008,1.96527,48434,0.00278,0.2021,25603431,20616470,0.80522,15237583,0.59514,5378887,4373,79248,0.00454,10285,0.65719,39,0.00249,3382,0.2161,3198,0.20435,0.22135,0.22629,0.04373
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0271.cds.fa.fixed.fa,MMETSP0271,98222,150,18795,107744040,1080.18643,9482,41586,101,68183,99.92204,612,1176,1683,2373,4311,0.59754,0.05864,0.02116,2.06658,413693,0.00384,0.18669,36123959,26362476,0.72978,20698691,0.57299,5663785,38917,16851038,0.1564,74173,0.75516,12996,0.13231,49699,0.50599,3206,0.03264,0.20401,0.38195,0.50138
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1047.cds.fa.fixed.fa,MMETSP1047,28371,150,17949,31773324,1109.25283,1739,11565,40,20718,99.89315,591,1089,1605,2445,5076,0.60884,0.03623,0.07925,2.05791,71573,0.00225,0.18655,27158017,22051135,0.81196,18381493,0.67683,3669642,8142,3385201,0.10654,20129,0.70949,2642,0.09312,13905,0.49011,1000,0.03525,0.29528,0.4403,0.51612
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1034.cds.fa.fixed.fa,MMETSP1034,83489,150,8298,73120706,859.77885,7688,29508,0,57051,99.94003,516,921,1266,1674,2472,0.67059,0.0264,0.04142,2.08781,288654,0.00395,0.14977,34259959,27221360,0.79455,22106581,0.64526,5114779,20223,6993001,0.09564,59243,0.70959,7076,0.08475,36227,0.43391,4001,0.04792,0.27887,0.40529,0.42085
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0409.cds.fa.fixed.fa,MMETSP0409,12643,150,10575,8330373,644.57051,1038,2255,1,7296,99.75505,363,612,885,1269,2112,0.56955,0.05665,0.07508,1.9155,30554,0.00367,0.1258,13837459,7166064,0.51787,5123620,0.37027,2042444,1542,656671,0.07883,9277,0.73377,1044,0.08258,6262,0.49529,1468,0.11611,0.12886,0.17929,0.35508
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1474.cds.fa.fixed.fa,MMETSP1474,14551,150,12042,11933768,806.2874,1157,4158,2,9543,99.87374,450,807,1149,1602,2745,0.5056,0.04515,0.06789,2.33716,48403,0.00406,0.13982,29589653,21564016,0.72877,16692675,0.56414,4871341,6551,65235,0.00547,9276,0.63748,34,0.00234,4421,0.30383,520,0.03574,0.23842,0.32397,0.48839
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1377.cds.fa.fixed.fa,MMETSP1377,43662,150,12390,25956174,572.28047,5571,6656,2,21636,99.79479,327,582,861,1242,2151,0.55731,0.04016,0.05467,1.91274,172034,0.00663,0.118,21367697,9797922,0.45854,7360953,0.34449,2436969,8421,240700,0.00927,31191,0.71437,160,0.00366,26202,0.60011,1614,0.03697,0.15333,0.17915,0.19673
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0042.cds.fa.fixed.fa,MMETSP0042,23141,150,29448,34161186,1471.2964,650,12875,127,20011,99.87652,777,1323,1941,2988,6540,0.50095,0.03933,0.10347,1.84812,75154,0.0022,0.25168,39662301,32545217,0.82056,26711465,0.67347,5833752,6542,5135699,0.15034,16333,0.7058,4111,0.17765,8879,0.38369,432,0.01867,0.2851,0.48568,0.50546
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0196.cds.fa.fixed.fa,MMETSP0196,5877,150,2589,1582692,201.53701,2301,63,0,465,99.89362,225,285,402,1023,2589,0.56327,0.04128,0.05494,1.89337,16134,0.01019,0.05844,4689593,1191219,0.25401,39209,0.00836,1152010,1417,451372,0.28519,5688,0.96784,1927,0.32789,5192,0.88344,365,0.06211,0.00018,0.00171,0.21775
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1177.cds.fa.fixed.fa,MMETSP1177,11142,150,13680,11935452,1059.50781,748,4580,4,8024,99.84628,582,1071,1557,2253,3840,0.41322,0.12743,0.09085,1.5817,49896,0.00418,0.18984,22390628,15104595,0.67459,11406625,0.50944,3697970,4391,84343,0.00707,7126,0.63956,48,0.00431,3315,0.29752,261,0.02342,0.25593,0.33195,0.42744
