Sample	avg_sequence_length	per_base_sequence_content	basic_statistics	per_base_n_content	adapter_content	sequence_duplication_levels	overrepresented_sequences	File type	Sequences flagged as poor quality	total_deduplicated_percentage	per_sequence_gc_content	%GC	kmer_content	per_base_sequence_quality	sequence_length_distribution	Encoding	Total Sequences	Filename	per_sequence_quality_scores	Sequence length	per_tile_sequence_quality
SRR1300394.trim_1P	49.99913518936584	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.77853487430236	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	35137172.0	SRR1300394.trim_1P.fq	pass	25-50	
SRR1300395.trim_1P	49.999144954650575	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	41.59889423611343	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	27326036.0	SRR1300395.trim_1P.fq	pass	25-50	
SRR1300396.trim_1P	49.99979825589693	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.97861889928525	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	32997247.0	SRR1300396.trim_1P.fq	pass	29-50	
SRR1300397.trim_1P	49.99980356045837	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.72928205390752	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	33022883.0	SRR1300397.trim_1P.fq	pass	30-50	
SRR1300398.trim_1P	49.99999482534475	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	55.9949618320567	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	28214440.0	SRR1300398.trim_1P.fq	pass	28-50	
SRR1300399.trim_1P	49.99999626635488	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.92117655009815	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	29729660.0	SRR1300399.trim_1P.fq	pass	28-50	
SRR1300400.trim_1P	49.9999823829516	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.591892493167904	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	28722178.0	SRR1300400.trim_1P.fq	pass	25-50	
SRR1300401.trim_1P	49.99990277914534	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.583287971031325	pass	41.0	fail	pass	warn	Sanger / Illumina 1.9	28152396.0	SRR1300401.trim_1P.fq	pass	32-50	
SRR1300402.trim_1P	49.99999708678436	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.25883552516387	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	30207170.0	SRR1300402.trim_1P.fq	pass	31-50	
SRR1300403.trim_1P	49.99998528862073	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.03495142510596	warn	59.0	fail	pass	warn	Sanger / Illumina 1.9	26306167.0	SRR1300403.trim_1P.fq	pass	26-50	
SRR1300404.trim_1P	49.999982138620716	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.81634669426028	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	25585930.0	SRR1300404.trim_1P.fq	pass	25-50	
SRR1300405.trim_1P	49.999665499668865	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.079462379462605	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	23623295.0	SRR1300405.trim_1P.fq	pass	25-50	
SRR1300406.trim_1P	49.99972733214267	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	37.01853585330371	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	24234613.0	SRR1300406.trim_1P.fq	pass	25-50	
SRR1300407.trim_1P	49.99892950696738	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.4192181700953	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	40556079.0	SRR1300407.trim_1P.fq	pass	25-50	
SRR1300408.trim_1P	49.99986461410669	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.71196197309327	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	21486729.0	SRR1300408.trim_1P.fq	pass	25-50	
SRR1300409.trim_1P	49.99979684525265	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.95220647897076	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	20294874.0	SRR1300409.trim_1P.fq	pass	34-50	
SRR1300410.trim_1P	49.99969509925327	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	25.30438894778409	warn	54.0	fail	pass	warn	Sanger / Illumina 1.9	17877949.0	SRR1300410.trim_1P.fq	pass	41-50	
SRR1300411.trim_1P	49.996280401766704	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.011759981015835	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	18923818.0	SRR1300411.trim_1P.fq	pass	25-50	
SRR1300412.trim_1P	49.996321150545064	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.137138765327165	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	18789842.0	SRR1300412.trim_1P.fq	pass	25-50	
SRR1300413.trim_1P	49.996854130745575	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.29868030567343	pass	40.0	fail	pass	warn	Sanger / Illumina 1.9	10755056.0	SRR1300413.trim_1P.fq	pass	25-50	
SRR1300414.trim_1P	49.996909059237815	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.70138777236971	pass	40.0	fail	pass	warn	Sanger / Illumina 1.9	21453339.0	SRR1300414.trim_1P.fq	pass	25-50	
SRR1300415.trim_1P	49.99713953556684	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	67.80536947050878	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	17804801.0	SRR1300415.trim_1P.fq	pass	25-50	
SRR1300416.trim_1P	49.99982093824817	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	56.54797572934158	warn	54.0	fail	pass	warn	Sanger / Illumina 1.9	25415813.0	SRR1300416.trim_1P.fq	pass	44-50	
SRR1300417.trim_1P	49.996998961950105	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	55.89899999096679	pass	65.0	warn	pass	warn	Sanger / Illumina 1.9	11174800.0	SRR1300417.trim_1P.fq	pass	25-50	
SRR1300418.trim_1P	49.99789505375345	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.16088694240305	pass	33.0	fail	pass	warn	Sanger / Illumina 1.9	18693589.0	SRR1300418.trim_1P.fq	pass	26-50	
SRR1300419.trim_1P	49.99642989378501	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	58.571241847567165	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	18959660.0	SRR1300419.trim_1P.fq	pass	25-50	
SRR1300420.trim_1P	49.998813612964504	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.19387221702675	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	24856981.0	SRR1300420.trim_1P.fq	pass	26-50	
SRR1300421.trim_1P	49.998858313039634	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.281924467478085	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	29097293.0	SRR1300421.trim_1P.fq	pass	25-50	
SRR1300422.trim_1P	49.99879185070284	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.40087169547386	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	18264299.0	SRR1300422.trim_1P.fq	pass	25-50	
SRR1300423.trim_1P	49.99870853633365	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.4422500169232	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	22140770.0	SRR1300423.trim_1P.fq	pass	25-50	
SRR1300424.trim_1P	49.99978225918437	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.33547113495292	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	27307696.0	SRR1300424.trim_1P.fq	pass	27-50	
SRR1300425.trim_1P	49.999778151782614	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.42445649961955	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	26382903.0	SRR1300425.trim_1P.fq	pass	25-50	
SRR1300426.trim_1P	49.99978227729193	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	58.91186124697807	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	25114514.0	SRR1300426.trim_1P.fq	pass	25-50	
SRR1300427.trim_1P	49.999785497933196	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.59946531834867	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	30340034.0	SRR1300427.trim_1P.fq	pass	26-50	
SRR1300428.trim_1P	49.99878983663147	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.970516032359015	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	24154590.0	SRR1300428.trim_1P.fq	pass	25-50	
SRR1300429.trim_1P	49.99877791362964	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.06606035458453	warn	57.0	fail	pass	warn	Sanger / Illumina 1.9	24121863.0	SRR1300429.trim_1P.fq	pass	25-50	
SRR1300430.trim_1P	49.99969793748251	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.43932997930739	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	23915579.0	SRR1300430.trim_1P.fq	pass	41-50	
SRR1300431.trim_1P	49.9988159601894	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	75.79152165025111	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	18104121.0	SRR1300431.trim_1P.fq	pass	32-50	
SRR1300432.trim_1P	49.9971864470952	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	65.70783219802672	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	22244117.0	SRR1300432.trim_1P.fq	pass	32-50	
SRR1300433.trim_1P	49.99756398642306	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	76.29730662155626	warn	51.0	fail	pass	warn	Sanger / Illumina 1.9	21367697.0	SRR1300433.trim_1P.fq	pass	42-50	pass
SRR1300434.trim_1P	49.99972346539476	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	67.31292040072294	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	25183105.0	SRR1300434.trim_1P.fq	pass	30-50	pass
SRR1300435.trim_1P	99.9744770863135	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.08941058234607	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	26679164.0	SRR1300435.trim_1P.fq	pass	25-100	pass
SRR1300436.trim_1P	49.998814184514885	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.469020177262923	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	18652143.0	SRR1300436.trim_1P.fq	pass	25-50	pass
SRR1300437.trim_1P	49.99885114353629	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.38467477331672	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	25901408.0	SRR1300437.trim_1P.fq	pass	35-50	pass
SRR1300438.trim_1P	49.998883073905795	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.62158452375221	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	24539672.0	SRR1300438.trim_1P.fq	pass	35-50	pass
SRR1300439.trim_1P	49.99935320073298	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.28633547087062	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	23337998.0	SRR1300439.trim_1P.fq	pass	25-50	pass
SRR1300440.trim_1P	49.99962099016445	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.66191535841699	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	19941435.0	SRR1300440.trim_1P.fq	pass	25-50	
SRR1300441.trim_1P	49.99741530027462	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.930743816467604	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	21851281.0	SRR1300441.trim_1P.fq	pass	25-50	
SRR1300442.trim_1P	49.9996780956356	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	61.283530100016	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	5865096.0	SRR1300442.trim_1P.fq	pass	25-50	
SRR1300443.trim_1P	49.99975209801257	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.17582137830105	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	9858735.0	SRR1300443.trim_1P.fq	pass	29-50	
SRR1300444.trim_1P	49.99974809967192	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.365843974870344	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	12504946.0	SRR1300444.trim_1P.fq	pass	32-50	
SRR1300445.trim_1P	49.99989787208753	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.781359173775684	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	25575770.0	SRR1300445.trim_1P.fq	pass	42-50	
SRR1300446.trim_1P	49.999739419173174	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	59.6850626413174	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	10841166.0	SRR1300446.trim_1P.fq	pass	29-50	
SRR1300447.trim_1P	49.99974047960123	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	61.44437466818166	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	20175678.0	SRR1300447.trim_1P.fq	pass	39-50	
SRR1300448.trim_1P	49.99979638931252	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.53071974047687	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	15298804.0	SRR1300448.trim_1P.fq	pass	25-50	
SRR1300449.trim_1P	49.99969168194684	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.143380307404094	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	25603431.0	SRR1300449.trim_1P.fq	pass	44-50	
SRR1300450.trim_1P	49.99720456089873	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.99007862809798	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	19919232.0	SRR1300450.trim_1P.fq	pass	32-50	
SRR1300451.trim_1P	49.997228555055486	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.57457726592183	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	13213324.0	SRR1300451.trim_1P.fq	pass	35-50	
SRR1300452.trim_1P	49.99715106235882	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	59.82884135950412	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	17170611.0	SRR1300452.trim_1P.fq	pass	25-50	
SRR1300453.trim_1P	49.997498758599804	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.361338377181134	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	21528110.0	SRR1300453.trim_1P.fq	pass	32-50	
SRR1300454.trim_1P	49.99968939014314	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.35071461595228	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	20630382.0	SRR1300454.trim_1P.fq	pass	37-50	
SRR1300455.trim_1P	49.999696131651596	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.99675114998516	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	21278952.0	SRR1300455.trim_1P.fq	pass	41-50	
SRR1300456.trim_1P	49.999743238607685	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.56516888903196	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	18558086.0	SRR1300456.trim_1P.fq	pass	33-50	
SRR1300457.trim_1P	49.99973370723339	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.76553750851931	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	18284387.0	SRR1300457.trim_1P.fq	pass	29-50	
SRR1300458.trim_1P	49.999743170705436	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.64809982008436	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	18268944.0	SRR1300458.trim_1P.fq	pass	31-50	
SRR1300459.trim_1P	49.997667376103415	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.764393693574064	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	17458451.0	SRR1300459.trim_1P.fq	pass	25-50	
SRR1300460.trim_1P	49.9998963557983	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.42015239259309	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	23194737.0	SRR1300460.trim_1P.fq	pass	39-50	
SRR1300461.trim_1P	99.99268744406677	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	42.84907791349807	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	21188214.0	SRR1300461.trim_1P.fq	pass	25-100	
SRR1300462.trim_1P	49.99670410756743	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.72160348143565	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	20917855.0	SRR1300462.trim_1P.fq	pass	25-50	
SRR1300463.trim_1P	49.997995341190176	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.149239391707724	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	16927070.0	SRR1300463.trim_1P.fq	pass	25-50	
SRR1300464.trim_1P	49.99792930746027	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.047695764924526	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	13280581.0	SRR1300464.trim_1P.fq	pass	25-50	
SRR1300465.trim_1P	99.99811738966027	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	27.680687676168752	fail	51.0	fail	fail	warn	Sanger / Illumina 1.9	30071013.0	SRR1300465.trim_1P.fq	pass	25-100	
SRR1300466.trim_1P	99.9953287550848	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	16.8659816118506	fail	52.0	fail	fail	warn	Sanger / Illumina 1.9	69665797.0	SRR1300466.trim_1P.fq	pass	25-100	
SRR1300467.trim_1P	49.99969427522267	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	23.637800412456116	fail	52.0	fail	pass	warn	Sanger / Illumina 1.9	30295222.0	SRR1300467.trim_1P.fq	pass	41-50	
SRR1300468.trim_1P	49.99978606352121	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	26.076458483784652	fail	49.0	fail	pass	warn	Sanger / Illumina 1.9	31528050.0	SRR1300468.trim_1P.fq	pass	37-50	
SRR1300469.trim_1P	49.999743367547936	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	18.724088980895555	fail	53.0	fail	pass	warn	Sanger / Illumina 1.9	29462369.0	SRR1300469.trim_1P.fq	pass	31-50	
SRR1300470.trim_1P	49.99871053560732	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	60.2584408277315	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	17973354.0	SRR1300470.trim_1P.fq	pass	25-50	
SRR1300471.trim_1P	49.998671989735335	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.86701151430927	warn	50.0	fail	pass	warn	Sanger / Illumina 1.9	19587198.0	SRR1300471.trim_1P.fq	pass	25-50	
SRR1300472.trim_1P	49.9985647322799	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.88752797910061	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	18291361.0	SRR1300472.trim_1P.fq	pass	25-50	
SRR1300473.trim_1P	49.99860598696764	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.861550610664764	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	19963228.0	SRR1300473.trim_1P.fq	pass	25-50	
SRR1300474.trim_1P	99.97787705532738	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.40532162501182	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	23076494.0	SRR1300474.trim_1P.fq	pass	25-100	
SRR1300475.trim_1P	49.99973243412032	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.59244520760929	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	21983371.0	SRR1300475.trim_1P.fq	pass	41-50	
SRR1300476.trim_1P	49.99976905618582	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.735519774688214	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	19195145.0	SRR1300476.trim_1P.fq	pass	49-50	
SRR1300477.trim_1P	49.99977981667488	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.6491244163543	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	22776475.0	SRR1300477.trim_1P.fq	pass	49-50	
SRR1300478.trim_1P	49.99975299737505	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.7574374395177	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	19396555.0	SRR1300478.trim_1P.fq	pass	29-50	
SRR1300479.trim_1P	49.99977945475065	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.069781851095186	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	24394087.0	SRR1300479.trim_1P.fq	pass	49-50	
SRR1300480.trim_1P	49.9997745426306	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.15228851131396	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	22212625.0	SRR1300480.trim_1P.fq	pass	49-50	
SRR1300481.trim_1P	49.99977011200381	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.966286245641115	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	23389651.0	SRR1300481.trim_1P.fq	pass	49-50	
SRR1300482.trim_1P	49.999773553724886	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.4228738239383	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	25586643.0	SRR1300482.trim_1P.fq	pass	40-50	
SRR1300483.trim_1P	49.999838102705326	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	59.29173334157245	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	18641448.0	SRR1300483.trim_1P.fq	pass	48-50	
SRR1300484.trim_1P	49.99983823049249	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.97994163489622	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	21203007.0	SRR1300484.trim_1P.fq	pass	48-50	
SRR1300485.trim_1P	49.99983679684064	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	55.17448917304997	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	18933457.0	SRR1300485.trim_1P.fq	pass	48-50	
SRR1300486.trim_1P	49.999835234450856	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.36359280836492	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	22437943.0	SRR1300486.trim_1P.fq	pass	48-50	
SRR1300487.trim_1P	49.99984843387068	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	60.93381496314723	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	19747156.0	SRR1300487.trim_1P.fq	pass	49-50	
SRR1300488.trim_1P	49.99983749880634	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	63.30747264816995	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	20713694.0	SRR1300488.trim_1P.fq	pass	48-50	
SRR1300489.trim_1P	49.999842251074035	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	58.76448485717016	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	22294922.0	SRR1300489.trim_1P.fq	pass	48-50	
SRR1300490.trim_1P	49.99983722600485	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.61019507376651	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	24764398.0	SRR1300490.trim_1P.fq	pass	49-50	
SRR1300491.trim_1P	49.99989806075174	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.68262414924379	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	20728032.0	SRR1300491.trim_1P.fq	pass	35-50	
SRR1300492.trim_1P	49.99781067167004	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.038900259294294	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	14648785.0	SRR1300492.trim_1P.fq	pass	25-50	
SRR1300494.trim_1P	49.998553184092884	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.63530229160452	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	21677948.0	SRR1300494.trim_1P.fq	pass	26-50	
SRR1300495.trim_1P	49.99851706525851	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	35.92049580747664	warn	56.0	fail	pass	warn	Sanger / Illumina 1.9	24937038.0	SRR1300495.trim_1P.fq	pass	26-50	
SRR1300496.trim_1P	49.99845432788473	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.7188196391956	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	35620750.0	SRR1300496.trim_1P.fq	pass	26-50	
SRR1300497.trim_1P	49.99854776887529	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.15407001592486	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	22290529.0	SRR1300497.trim_1P.fq	pass	26-50	
SRR1300498.trim_1P	49.99847252846331	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.19246012563313	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	20696294.0	SRR1300498.trim_1P.fq	pass	26-50	
SRR1300499.trim_1P	99.99375438840742	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.210980653111825	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	30856866.0	SRR1300499.trim_1P.fq	pass	25-100	
SRR1300500.trim_1P	49.998110386360466	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	37.247919960946376	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	30470250.0	SRR1300500.trim_1P.fq	pass	25-50	
SRR1300501.trim_1P	49.9980857377988	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.75660244275117	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	6752471.0	SRR1300501.trim_1P.fq	pass	25-50	
SRR1300503.trim_1P	49.99854961492981	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	71.78863908689334	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	25551835.0	SRR1300503.trim_1P.fq	pass	25-50	
SRR1300504.trim_1P	49.998430113240545	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.42474737049598	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	16512019.0	SRR1300504.trim_1P.fq	pass	26-50	
SRR1300505.trim_1P	49.99854545488465	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	27.801250785220784	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	27873319.0	SRR1300505.trim_1P.fq	pass	26-50	
SRR1300506.trim_1P	49.998926949724165	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.799286584695786	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	20529327.0	SRR1300506.trim_1P.fq	pass	25-50	
SRR1300507.trim_1P	49.9989538562277	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.05577864489868	fail	64.0	fail	pass	warn	Sanger / Illumina 1.9	22645071.0	SRR1300507.trim_1P.fq	pass	25-50	
SRR1300508.trim_1P	49.997928560740995	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.189975102071976	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	24394150.0	SRR1300508.trim_1P.fq	pass	25-50	
SRR1300509.trim_1P	49.99810404621516	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	36.540506937294815	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	30145777.0	SRR1300509.trim_1P.fq	pass	25-50	
SRR1300510.trim_1P	49.99839170364589	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	18.45496189017895	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	9205393.0	SRR1300510.trim_1P.fq	pass	25-50	
SRR1300512.trim_1P	49.99729917208389	fail	pass	pass	pass	pass	warn	Conventional base calls	0.0	74.4359843617769	fail	60.0	fail	pass	warn	Sanger / Illumina 1.9	12118136.0	SRR1300512.trim_1P.fq	pass	25-50	
